customer_id,customer_name,age,gender,city,country,city_tier,budget_min_npr,budget_max_npr,preferred_brand,brand_loyalty_score,gaming_interest,camera_interest,battery_interest,display_interest,performance_interest,software_interest,value_interest,min_ram_gb,min_storage_gb,chipset_tier,min_refresh_rate_hz,min_battery_mah,purchase_frequency_per_year,n_past_purchases,avg_session_minutes,search_freq_per_week,compare_freq_per_week,click_through_rate,recency_days,avg_rating_given,interaction_channel,wishlist_conversion_rate,accessory_affinity,true_archetype
syn_u_05161,Kamala Simkhada,31,Female,Terhathum,Nepal,tier_1,49844,198884,Oneplus,0.73,70.5,66.0,49.1,100.0,82.6,60.9,35.8,8,256,Flagship,144,5000,2.6,1,19.4,16,7,0.29,48,4.1,Website,0.31,0.68,Display Enthusiast
syn_u_05162,Manisha Magar,38,Male,Simara,Nepal,tier_1,47588,193590,Google,0.78,22.9,81.9,48.0,69.4,66.2,53.0,38.7,8,256,Flagship,90,5000,1.6,3,16.3,14,6,0.4,42,3.0,Mobile App,0.24,0.87,Mobile Photographer
syn_u_05163,Bishnu Dangol,32,Female,Bara,Nepal,rural,7490,30287,Realme,0.58,34.1,33.5,59.0,47.7,26.8,40.8,78.0,4,64,Budget,60,4500,1.1,2,4.6,9,14,0.4,146,3.5,Daraz,0.1,0.34,Budget Buyer
syn_u_05164,Bibash Gurung,40,Male,Taulihawa,Nepal,rural,19163,77037,Motorola,0.79,31.1,47.1,82.8,49.9,53.0,39.2,71.9,6,128,Mid,90,5500,1.3,1,12.5,3,6,0.3,262,3.6,WhatsApp,0.2,0.32,Battery-Focused User
syn_u_05165,Santosh Karki,41,Female,Biratnagar,Nepal,tier_2,33684,140644,Apple,0.79,38.0,50.0,47.4,60.3,58.5,51.3,48.2,6,128,Mid,90,5000,1.7,3,12.0,5,2,0.28,263,3.5,Mobile App,0.47,0.44,Brand-Loyal Customer
syn_u_05166,Prakriti Sherpa,28,Male,Baglung,Nepal,tier_1,6934,30140,Samsung,0.44,35.5,34.1,74.8,49.6,28.4,39.2,78.5,4,64,Budget,60,5000,1.5,0,9.2,16,14,0.44,54,2.7,Daraz,0.11,0.37,Budget Buyer
syn_u_05167,Anjali Joshi,40,Female,Achham,Nepal,tier_2,32191,183021,Samsung,0.85,50.4,53.6,53.2,47.5,65.4,43.3,47.9,6,128,Mid,90,4500,1.4,4,14.6,6,4,0.25,211,5.0,Mobile App,0.55,0.59,Brand-Loyal Customer
syn_u_05168,Prakash Dangol,38,Male,Parasi,Nepal,tier_1,56598,210191,Google,0.77,25.5,99.9,59.0,60.3,57.1,43.9,50.9,8,256,Flagship,90,4000,2.0,1,24.0,11,11,0.28,116,4.0,Mobile App,0.27,0.77,Mobile Photographer
syn_u_05169,Manoj Joshi,27,Male,Parasi,Nepal,tier_2,7412,29161,Redmi,0.47,35.1,39.7,79.6,48.9,31.1,37.1,90.1,4,64,Budget,60,4500,1.2,1,8.5,15,6,0.58,123,4.4,Daraz,0.09,0.5,Budget Buyer
syn_u_05170,Ambika Kafle,42,Male,Barpak,Nepal,rural,27183,151864,Samsung,1.0,47.6,50.5,62.1,64.9,57.4,53.2,54.7,6,128,Mid,90,3000,1.2,3,15.1,7,3,0.28,224,4.3,In-store,0.76,0.49,Brand-Loyal Customer
syn_u_05171,Rajesh Bhattarai,55,Female,Krishnanagar,Nepal,tier_1,21507,55557,Xiaomi,0.71,38.2,46.6,99.5,54.6,59.5,46.5,61.1,4,128,Mid,90,6500,1.7,2,11.7,10,4,0.39,119,3.0,Mobile App,0.14,0.28,Battery-Focused User
syn_u_05172,Ambika Limbu,33,Female,Saurpani,Nepal,rural,23256,102897,Oneplus,0.53,45.5,47.9,59.6,52.5,48.5,48.4,62.4,8,128,Mid,90,4500,2.0,1,10.5,7,5,0.29,91,3.7,Daraz,0.3,0.44,All-Round User
syn_u_05173,Laxmi Gurung,24,Male,Barpak,Nepal,tier_1,39538,169556,Apple,0.64,97.4,28.8,76.2,65.5,90.8,39.6,59.2,12,256,Flagship,144,6500,3.1,1,12.5,15,12,0.49,50,4.0,Mobile App,0.28,0.87,Hardcore Gamer
syn_u_05174,Sudeept Kafle,41,Female,Bhairahawa,Nepal,tier_1,48980,206273,Google,0.89,26.9,96.3,50.1,74.8,54.6,61.8,43.6,8,256,Flagship,90,4500,1.6,2,18.7,12,7,0.34,61,3.5,Daraz,0.29,0.85,Mobile Photographer
syn_u_05175,Nirmala Dangol,25,Male,Pokhara,Nepal,tier_2,39697,183082,ASUS,0.65,93.4,29.4,64.1,74.7,100.0,42.0,56.8,12,256,Flagship,144,6000,2.5,2,17.7,11,16,0.55,48,4.6,WhatsApp,0.24,0.64,Hardcore Gamer
syn_u_05176,Homraj Awale,34,Male,Pokhara,Nepal,tier_1,43670,143545,Apple,0.71,25.0,78.8,47.2,73.3,54.7,56.3,47.2,8,256,Flagship,90,5000,1.3,3,17.9,11,7,0.35,69,3.9,Instagram DM,0.31,0.73,Mobile Photographer
syn_u_05177,Saraswati Subedi,24,Male,Birgunj,Nepal,rural,39529,190152,ASUS,0.6,73.0,28.8,57.2,67.3,70.0,45.7,44.4,12,256,Flagship,144,6500,2.3,4,25.3,12,15,0.3,40,5.0,WhatsApp,0.29,0.7,Hardcore Gamer
syn_u_05178,Parvati Joshi,40,Male,Hetauda,Nepal,rural,88867,316736,Samsung,0.9,39.5,84.1,56.9,79.4,94.3,91.9,35.3,8,256,Flagship,120,4500,2.0,3,18.6,9,6,0.27,36,3.4,Mobile App,0.37,0.52,Premium Flagship User
syn_u_05179,Bibek Dahal,42,Other,Dadeldhura,Nepal,tier_1,79058,297171,Samsung,0.67,57.5,82.2,63.9,81.2,72.5,74.0,41.3,8,256,Flagship,120,5000,1.4,2,16.4,11,5,0.41,16,4.3,Mobile App,0.36,0.56,Premium Flagship User
syn_u_05180,Aayan Parajuli,40,Female,Dolpa,Nepal,tier_2,21477,69021,Xiaomi,0.71,34.5,45.8,100.0,63.1,57.3,36.0,51.4,4,128,Mid,90,7000,1.3,1,14.1,5,4,0.27,188,4.5,Email,0.13,0.26,Battery-Focused User
syn_u_05181,Kamala Khadka,32,Male,Galyang,Nepal,tier_2,7979,24139,Realme,0.49,34.4,40.9,60.3,43.5,30.8,47.8,72.3,4,64,Budget,60,5500,1.3,1,10.2,10,13,0.71,85,4.3,Daraz,0.14,0.3,Budget Buyer
syn_u_05182,Krishna Chhuka,26,Male,Pokhara,Nepal,tier_2,37048,160559,Apple,0.62,100.0,29.5,70.0,72.8,83.0,42.9,60.2,12,256,Flagship,144,6000,2.3,4,25.3,17,8,0.4,28,4.5,Daraz,0.3,0.74,Hardcore Gamer
syn_u_05183,Manisha Basnet,53,Female,Manang,Nepal,rural,18795,77908,Samsung,0.73,39.2,37.9,74.3,43.4,57.1,37.5,58.6,6,128,Mid,90,6500,1.9,3,11.2,6,5,0.29,205,3.9,Mobile App,0.15,0.37,Battery-Focused User
syn_u_05184,Krishna Limbu,24,Male,Bara,Nepal,tier_2,37009,192167,Oneplus,0.58,81.1,30.0,61.0,71.6,98.7,43.1,65.6,12,256,Flagship,144,5500,2.3,2,23.3,21,9,0.41,64,5.0,Mobile App,0.32,0.82,Hardcore Gamer
syn_u_05185,Sabita Dahal,33,Female,Kathmandu,Nepal,tier_2,25846,100555,Oppo,0.57,42.9,46.7,46.8,47.9,53.3,46.2,52.3,6,128,Mid,90,5000,1.8,3,12.7,5,6,0.27,83,3.7,Instagram DM,0.2,0.46,All-Round User
syn_u_05186,Dinesh Tamang,21,Male,Sindhupalchowk,Nepal,tier_1,39529,188692,ASUS,0.64,84.1,26.8,76.5,79.1,100.0,41.0,57.0,16,256,Flagship,144,5500,1.8,2,24.1,20,16,0.44,46,4.7,Mobile App,0.34,0.52,Hardcore Gamer
syn_u_05187,Homraj Bhattarai,43,Male,Bajhang,Nepal,tier_1,74058,271682,Apple,0.92,40.8,62.8,69.1,86.0,88.8,90.2,38.8,8,256,Flagship,120,4000,2.8,3,18.5,12,3,0.39,28,3.9,Website,0.37,0.3,Premium Flagship User
syn_u_05188,Parvati Parajuli,32,Female,Dharan,Nepal,tier_2,28152,100699,Samsung,0.52,51.0,48.8,43.3,48.6,55.6,52.6,71.1,6,128,Mid,90,5000,1.4,1,17.2,12,4,0.34,102,3.0,Mobile App,0.29,0.54,All-Round User
syn_u_05189,Homraj Neupane,34,Male,Galyang,Nepal,tier_1,76061,301152,Samsung,1.0,39.9,61.9,57.3,71.1,85.5,69.0,46.2,8,256,Flagship,120,5500,4.2,4,17.7,6,5,0.41,36,4.3,Website,0.34,0.54,Premium Flagship User
syn_u_05190,Aayush Tiwari,59,Male,Simara,Nepal,tier_1,20333,63244,Xiaomi,0.76,41.7,51.0,90.9,58.1,52.0,37.4,55.5,6,128,Mid,90,5000,1.7,2,9.5,9,7,0.32,271,4.2,Mobile App,0.22,0.38,Battery-Focused User
syn_u_05191,Bibash Sherpa,56,Male,Kavrepalanchok,Nepal,tier_2,20121,70786,Samsung,0.68,41.8,53.1,97.2,53.8,59.2,39.6,65.8,6,128,Mid,90,6500,1.2,2,12.4,13,4,0.29,153,3.2,Mobile App,0.09,0.35,Battery-Focused User
syn_u_05192,Gita Neupane,33,Male,Mahendranagar,Nepal,tier_1,51529,194195,Google,0.68,20.0,100.0,54.4,63.3,61.9,52.6,48.9,8,256,Flagship,90,4000,2.2,3,17.0,11,11,0.36,56,2.8,Instagram DM,0.2,0.87,Mobile Photographer
syn_u_05193,Ankit Kafle,55,Female,Terhathum,Nepal,rural,15989,67092,Samsung,0.71,41.4,46.0,88.8,45.2,58.7,49.1,62.7,6,128,Mid,90,7000,1.3,2,6.1,2,5,0.34,218,4.3,In-store,0.19,0.29,Battery-Focused User
syn_u_05194,Sudip Pradhan,29,Male,Lamjung,Nepal,tier_1,28244,100398,Oneplus,0.57,48.7,44.3,53.6,47.3,45.4,42.5,70.8,6,128,Mid,90,4500,1.3,3,13.7,9,7,0.3,128,3.6,Mobile App,0.19,0.37,All-Round User
syn_u_05195,Ramesh Gurung,27,Male,Myagdi,Nepal,tier_1,45902,191327,Samsung,0.74,58.4,77.0,51.0,74.6,58.5,55.0,36.3,8,256,Flagship,144,5500,2.5,2,17.7,18,5,0.25,36,3.6,Mobile App,0.26,0.59,Display Enthusiast
syn_u_05196,Rekha Dangol,25,Female,Nepalgunj,Nepal,tier_1,8772,29188,Redmi,0.6,27.4,49.7,66.7,42.4,29.7,47.4,69.8,4,64,Budget,60,5500,1.0,1,6.9,16,9,0.51,135,4.9,Daraz,0.09,0.34,Budget Buyer
syn_u_05197,Bibek Joshi,25,Female,Rajbiraj,Nepal,rural,8007,29151,Redmi,0.61,31.9,39.5,82.3,39.5,27.5,42.6,80.6,4,64,Budget,60,5000,1.3,2,5.7,10,19,0.43,113,2.9,Daraz,0.12,0.42,Budget Buyer
syn_u_05198,Ram Joshi,35,Male,Bhojpur,Nepal,tier_1,34649,172456,Oneplus,0.99,49.1,65.1,51.5,60.4,47.2,51.3,51.4,6,128,Mid,90,5000,1.6,3,14.0,7,3,0.21,190,3.5,Mobile App,0.46,0.33,Brand-Loyal Customer
syn_u_05199,Nirmala Adhikari,41,Female,Pokhara,Nepal,tier_1,61361,290877,Apple,0.86,49.2,74.9,65.1,86.4,100.0,80.1,34.7,8,256,Flagship,120,5000,2.4,2,15.3,9,3,0.23,28,4.7,Website,0.35,0.55,Premium Flagship User
syn_u_05200,Manisha Awale,35,Female,Sankhuwasabha,Nepal,tier_1,42090,193811,Apple,0.82,22.9,74.5,48.7,67.2,60.6,70.5,52.6,8,256,Flagship,90,4500,2.2,3,11.2,13,9,0.45,64,4.1,Instagram DM,0.23,0.63,Mobile Photographer
syn_u_05201,Sarita Magar,33,Female,Birgunj,Nepal,tier_2,53090,184523,Google,0.85,24.9,100.0,44.2,63.2,53.4,65.7,46.0,8,256,Flagship,90,4500,2.0,2,23.3,10,6,0.33,42,3.2,Instagram DM,0.33,0.85,Mobile Photographer
syn_u_05202,Sushant Acharya,34,Male,Tanahun,Nepal,tier_1,49789,208713,Google,0.71,25.0,100.0,41.6,68.8,60.0,71.5,39.0,8,256,Flagship,90,4000,2.2,2,18.3,14,11,0.17,68,4.2,Instagram DM,0.17,0.78,Mobile Photographer
syn_u_05203,Gita Tuladhar,30,Female,Lamjung,Nepal,rural,8267,26360,Realme,0.62,30.3,44.8,81.8,41.6,27.2,36.3,91.6,4,64,Budget,60,6000,1.3,1,7.1,15,13,0.42,109,3.9,In-store,0.14,0.33,Budget Buyer
syn_u_05204,Bishnu Manandhar,37,Male,Lamjung,Nepal,tier_1,44065,204691,Apple,0.79,26.7,93.3,49.7,59.9,50.7,62.8,48.8,8,256,Flagship,90,4000,1.4,2,12.0,10,8,0.41,57,4.4,Website,0.2,0.56,Mobile Photographer
syn_u_05205,Asha K.C.,23,Male,Gorkha,Nepal,tier_1,42712,149000,Oneplus,0.66,93.5,23.5,63.0,66.6,93.3,41.4,57.3,12,256,Flagship,144,5000,2.2,4,27.2,13,8,0.41,59,3.8,Mobile App,0.38,0.47,Hardcore Gamer
syn_u_05206,Ram Parajuli,24,Male,Lamjung,Nepal,tier_1,38838,201199,Apple,0.65,92.0,27.1,59.4,77.6,89.0,33.9,54.8,12,256,Flagship,144,5000,2.4,4,23.5,20,4,0.38,52,4.1,Instagram DM,0.26,0.88,Hardcore Gamer
syn_u_05207,Krishna Bhattarai,33,Female,Jhapa,Nepal,tier_2,51512,188234,Samsung,0.66,75.0,76.8,58.8,97.9,66.2,57.4,37.2,8,256,Flagship,144,4000,2.3,1,20.6,15,7,0.43,60,4.6,Website,0.33,0.56,Display Enthusiast
syn_u_05208,Santosh Neupane,23,Female,Beni,Nepal,tier_1,40038,189868,ASUS,0.71,87.2,26.2,62.4,83.2,75.7,44.1,48.1,12,256,Flagship,144,5500,2.6,2,23.4,21,16,0.41,82,3.4,Mobile App,0.28,0.67,Hardcore Gamer
syn_u_05209,Bishnu Joshi,26,Male,Hetauda,Nepal,tier_1,42934,164090,Oneplus,0.7,94.8,34.1,73.4,60.6,91.3,44.6,51.1,12,256,Flagship,144,5500,2.5,3,22.9,20,7,0.51,52,4.4,Mobile App,0.31,0.78,Hardcore Gamer
syn_u_05210,Sudeept Pradhan,30,Female,Hetauda,Nepal,tier_1,9717,30287,Realme,0.46,31.8,40.2,76.2,44.0,33.9,40.6,100.0,4,64,Budget,60,5000,1.3,1,8.7,11,12,0.37,154,3.5,WhatsApp,0.12,0.49,Budget Buyer
syn_u_05211,Rajesh Bhattarai,40,Female,Sindhupalchowk,Nepal,tier_1,49485,204524,Apple,0.91,23.0,95.6,48.5,63.5,65.5,61.1,48.9,8,256,Flagship,90,5000,2.1,2,17.0,13,9,0.31,63,3.8,Mobile App,0.26,1.0,Mobile Photographer
syn_u_05212,Ankit Parajuli,34,Female,Kathmandu,Nepal,tier_1,48922,214758,Samsung,0.76,70.6,85.5,60.1,100.0,66.1,47.1,29.5,8,256,Flagship,144,4500,2.1,2,21.5,12,10,0.31,52,3.4,WhatsApp,0.3,0.46,Display Enthusiast
syn_u_05213,Parvati Adhikari,33,Male,Sarlahi,Nepal,tier_1,25164,94731,Realme,0.51,48.6,38.9,45.4,46.0,49.8,52.4,76.8,6,128,Mid,90,4500,1.7,3,8.1,12,6,0.25,72,3.6,In-store,0.26,0.32,All-Round User
syn_u_05214,Parvati Maharjan,25,Other,Humla,Nepal,tier_2,7972,35183,Realme,0.49,36.7,44.7,75.9,47.5,27.5,34.5,84.9,4,64,Budget,60,4500,1.5,1,5.4,19,12,0.44,124,3.5,In-store,0.11,0.45,Budget Buyer
syn_u_05215,Prakash Tamang,26,Male,Makwanpur,Nepal,tier_1,7811,33388,Redmi,0.49,35.7,31.7,67.3,46.9,33.8,39.6,95.9,4,64,Budget,60,4500,1.6,1,9.6,23,9,0.58,98,3.6,Instagram DM,0.08,0.43,Budget Buyer
syn_u_05216,Pooja Dangol,33,Male,Tansen,Nepal,tier_2,7654,28463,Tecno,0.46,36.9,44.0,65.7,44.5,30.8,43.4,84.0,4,64,Budget,60,4500,1.3,1,7.9,15,13,0.56,84,2.5,Daraz,0.08,0.3,Budget Buyer
syn_u_05217,Asha Subedi,21,Male,Nepalgunj,Nepal,tier_1,38302,217526,ASUS,0.65,86.1,29.3,78.8,72.7,99.2,41.7,59.9,12,256,Flagship,144,5500,3.2,3,22.4,19,12,0.49,74,3.3,Mobile App,0.31,0.89,Hardcore Gamer
syn_u_05218,Pooja Magar,26,Female,Butwal,Nepal,tier_2,9643,23817,Realme,0.6,36.3,39.3,60.3,45.6,27.1,39.5,79.7,4,64,Budget,60,5000,1.8,1,10.4,10,16,0.54,63,3.3,Mobile App,0.11,0.42,Budget Buyer
syn_u_05219,Sita Singh,31,Female,Hetauda,Nepal,tier_2,49204,232747,Apple,0.7,28.6,100.0,49.2,53.4,50.6,60.2,43.2,8,256,Flagship,90,4500,1.7,2,23.2,6,6,0.37,41,4.3,Mobile App,0.28,1.0,Mobile Photographer
syn_u_05220,Bibek Shrestha,23,Male,Makwanpur,Nepal,tier_1,44688,177386,ASUS,0.63,79.0,29.9,71.1,73.4,100.0,42.8,57.7,12,256,Flagship,144,5000,2.4,3,23.3,18,7,0.42,53,4.5,Mobile App,0.3,0.48,Hardcore Gamer
syn_u_05221,Anjali Awale,42,Male,Damauli,Nepal,tier_2,73712,311437,Samsung,0.87,47.7,72.9,66.8,86.6,97.0,92.4,38.4,8,256,Flagship,120,4500,3.7,5,17.0,7,5,0.34,42,4.5,Mobile App,0.34,0.5,Premium Flagship User
syn_u_05222,Ram Dahal,26,Female,Bhojpur,Nepal,tier_1,42917,170706,Apple,0.73,94.8,28.8,67.2,74.9,75.6,41.8,55.4,12,256,Flagship,144,5500,2.0,4,21.1,22,7,0.52,43,4.3,Daraz,0.35,0.68,Hardcore Gamer
syn_u_05223,Prakash Yadav,30,Male,Simara,Nepal,tier_2,39218,144831,ASUS,0.55,91.7,25.0,77.8,69.6,100.0,44.0,68.6,12,256,Flagship,144,5500,2.6,2,23.2,18,10,0.29,61,4.6,Mobile App,0.3,0.81,Hardcore Gamer
syn_u_05224,Prakriti Yadav,50,Male,Rasuwa,Nepal,tier_1,78237,302182,Apple,0.72,55.5,73.6,55.0,78.3,91.4,84.0,41.4,8,256,Flagship,120,4500,3.1,2,11.1,7,5,0.31,39,3.0,In-store,0.35,0.44,Premium Flagship User
syn_u_05225,Sushant Bhandari,27,Female,Janakpur,Nepal,rural,8491,26843,Tecno,0.48,32.7,45.1,75.0,41.2,31.8,34.6,69.6,4,64,Budget,60,6000,0.9,1,8.5,13,9,0.6,133,3.5,Daraz,0.1,0.31,Budget Buyer
syn_u_05226,Hari Kafle,39,Male,Baglung,Nepal,tier_1,51194,227058,Google,0.72,19.6,100.0,43.6,65.2,51.7,66.9,43.2,8,256,Flagship,90,4500,2.4,5,14.4,11,6,0.37,64,4.5,Mobile App,0.3,0.49,Mobile Photographer
syn_u_05227,Anjali Pandey,22,Male,Bajhang,Nepal,tier_2,37471,206266,Apple,0.63,87.7,29.7,83.8,61.9,82.6,45.8,48.6,12,256,Flagship,144,5500,2.9,1,23.7,28,10,0.48,79,4.0,Mobile App,0.16,0.72,Hardcore Gamer
syn_u_05228,Bibash Kafle,38,Female,Krishnanagar,Nepal,tier_2,54157,193051,Apple,0.75,25.9,100.0,49.1,69.2,63.9,52.2,39.7,8,256,Flagship,90,4500,2.2,2,15.3,17,14,0.4,85,4.1,Mobile App,0.2,0.78,Mobile Photographer
syn_u_05229,Pooja Karki,35,Male,Kaski,Nepal,tier_1,54228,221917,Google,0.7,21.2,89.0,47.9,62.1,57.1,73.8,49.9,8,256,Flagship,90,4500,2.3,3,14.4,17,7,0.33,58,4.5,Mobile App,0.3,0.88,Mobile Photographer
syn_u_05230,Nirmala Kafle,38,Male,Makwanpur,Nepal,tier_1,35168,143771,Samsung,1.0,46.0,57.1,48.9,47.5,46.4,51.1,45.9,6,128,Mid,90,4000,1.3,3,11.0,4,3,0.33,146,5.0,In-store,0.57,0.54,Brand-Loyal Customer
syn_u_05231,Suresh Tamang,34,Female,Mahendranagar,Nepal,tier_2,25033,106645,Oneplus,0.6,46.2,38.4,53.5,57.6,45.3,47.8,85.1,6,128,Mid,90,4500,1.2,2,13.8,5,5,0.37,78,3.2,Daraz,0.25,0.5,All-Round User
syn_u_05232,Krishna Parajuli,23,Male,Saurpani,Nepal,tier_1,7803,27590,Redmi,0.58,32.7,42.9,79.7,42.3,32.7,39.6,83.3,4,64,Budget,60,5000,1.1,1,8.6,23,16,0.57,217,2.6,In-store,0.09,0.26,Budget Buyer
syn_u_05233,Kamala Dahal,24,Female,Damauli,Nepal,rural,7490,33522,Realme,0.57,40.9,46.1,68.6,41.8,30.5,40.9,80.8,4,64,Budget,60,5500,1.2,1,6.9,12,14,0.54,82,2.6,Mobile App,0.11,0.43,Budget Buyer
syn_u_05234,Ambika Bhattarai,43,Female,Waling,Nepal,tier_1,30277,138127,Samsung,1.0,41.3,62.1,52.8,68.9,61.0,50.8,47.1,6,128,Mid,90,4500,2.1,3,19.5,6,3,0.29,221,4.0,Mobile App,0.46,0.3,Brand-Loyal Customer
syn_u_05235,Homraj Poudel,54,Male,Bhairahawa,Nepal,tier_2,19749,60887,Motorola,0.62,35.9,54.2,99.7,49.7,53.6,36.2,62.7,6,128,Mid,90,6500,1.5,3,9.1,6,6,0.31,151,3.2,Mobile App,0.14,0.27,Battery-Focused User
syn_u_05236,Pooja Manandhar,34,Female,Makwanpur,Nepal,tier_2,50496,229186,Google,0.72,21.7,95.4,63.5,66.4,61.5,58.0,45.0,8,256,Flagship,90,4500,1.6,3,21.9,17,7,0.43,50,4.7,Mobile App,0.26,0.99,Mobile Photographer
syn_u_05237,Santosh Gurung,24,Male,Bara,Nepal,tier_2,37670,172989,ASUS,0.63,100.0,32.2,66.3,81.2,100.0,36.2,56.6,12,256,Flagship,144,5500,2.8,3,22.7,7,9,0.26,40,3.4,WhatsApp,0.36,0.58,Hardcore Gamer
syn_u_05238,Dinesh Singh,27,Male,Damauli,Nepal,tier_1,7649,31970,Tecno,0.54,31.0,35.3,65.7,40.6,27.8,37.7,81.4,4,64,Budget,60,5000,0.9,1,9.5,16,7,0.31,207,4.1,Mobile App,0.12,0.39,Budget Buyer
syn_u_05239,Aayan Subedi,39,Female,Sunsari,Nepal,tier_1,78019,294309,Apple,0.92,52.7,67.1,56.0,69.0,100.0,97.2,40.7,8,256,Flagship,120,4500,3.6,6,17.8,10,5,0.37,25,4.4,Website,0.28,0.53,Premium Flagship User
syn_u_05240,Sandesh Poudel,31,Other,Galyang,Nepal,tier_1,45063,203542,Samsung,0.87,27.8,100.0,55.2,67.7,60.2,65.4,36.1,8,256,Flagship,90,4500,1.5,3,13.9,13,9,0.5,81,4.1,Mobile App,0.18,0.78,Mobile Photographer
syn_u_05241,Rajesh Singh,32,Female,Parbat,Nepal,tier_1,7840,33261,Redmi,0.53,34.9,42.1,62.7,49.0,32.3,44.3,80.3,4,64,Budget,60,5000,1.6,1,8.0,14,16,0.49,151,3.4,Daraz,0.09,0.36,Budget Buyer
syn_u_05242,Anita Manandhar,24,Male,Kanchanpur,Nepal,rural,8742,28178,Realme,0.56,32.5,49.0,74.1,46.2,31.1,39.5,79.0,4,64,Budget,60,5000,1.2,0,8.1,14,13,0.73,71,3.0,Daraz,0.14,0.27,Budget Buyer
syn_u_05243,Ramesh Poudel,25,Male,Dhangadhi,Nepal,tier_1,7740,31397,Samsung,0.59,41.6,42.8,77.9,48.5,29.0,32.0,77.6,4,64,Budget,60,5500,1.2,1,10.5,17,18,0.62,151,2.7,Daraz,0.1,0.39,Budget Buyer
syn_u_05244,Sarita Neupane,26,Male,Sarlahi,Nepal,tier_2,8003,31446,Infinix,0.56,32.7,37.1,69.2,42.9,26.8,34.7,90.6,4,64,Budget,60,4500,0.7,1,6.9,14,7,0.42,155,4.3,Mobile App,0.08,0.38,Budget Buyer
syn_u_05245,Homraj Singh,50,Female,Siddharthanagar,Nepal,tier_1,19818,69385,Samsung,0.68,44.1,52.1,85.9,51.1,44.0,35.8,67.2,6,128,Mid,90,6500,1.5,1,10.2,8,3,0.27,189,4.4,Mobile App,0.11,0.22,Battery-Focused User
syn_u_05246,Mahendra Awale,44,Male,Sindhupalchowk,Nepal,tier_1,68624,303077,Apple,0.71,46.6,71.0,59.6,73.4,100.0,89.0,38.9,8,256,Flagship,120,4500,2.5,4,16.9,7,3,0.37,43,4.2,Website,0.39,0.48,Premium Flagship User
syn_u_05247,Shankar Dahal,33,Female,Terhathum,Nepal,tier_1,48357,188659,Apple,0.77,26.3,85.8,51.1,62.9,53.9,57.8,45.6,8,256,Flagship,90,4500,2.0,1,21.1,16,7,0.23,39,4.2,Daraz,0.27,1.0,Mobile Photographer
syn_u_05248,Kamala Tiwari,24,Male,Tanahun,Nepal,tier_1,40149,208536,ASUS,0.58,84.7,24.4,73.2,80.8,96.2,37.6,55.9,12,256,Flagship,144,4500,2.8,3,14.0,11,8,0.51,40,4.0,Mobile App,0.29,0.69,Hardcore Gamer
syn_u_05249,Prakash Aryal,33,Female,Tansen,Nepal,tier_1,22799,96654,Oppo,0.64,48.9,39.1,47.7,47.2,39.7,44.7,80.5,6,128,Mid,90,4500,2.1,2,12.7,13,4,0.21,96,3.9,Mobile App,0.33,0.49,All-Round User
syn_u_05250,Anita Khadka,24,Male,Rampur,Nepal,rural,8383,29882,Redmi,0.54,31.8,35.2,68.5,49.5,29.8,29.2,98.6,4,64,Budget,60,4500,1.3,1,9.2,19,9,0.44,130,3.5,Mobile App,0.13,0.46,Budget Buyer
syn_u_05251,Parvati Pandey,24,Male,Rajbiraj,Nepal,tier_1,30374,201256,ASUS,0.62,83.7,30.7,75.3,76.6,81.5,45.4,45.0,12,256,Flagship,144,6000,1.6,2,28.4,18,10,0.42,56,4.1,Mobile App,0.31,0.68,Hardcore Gamer
syn_u_05252,Hari Chhuka,37,Female,Terhathum,Nepal,tier_1,54911,180415,Google,0.81,21.2,91.2,59.8,63.6,63.5,66.4,41.6,8,256,Flagship,90,4500,1.6,3,17.4,8,11,0.34,85,3.4,Website,0.27,0.92,Mobile Photographer
syn_u_05253,Gita Chhuka,37,Female,Mustang,Nepal,tier_1,32966,148620,Samsung,0.98,45.1,55.8,61.2,50.3,53.9,53.8,37.5,6,128,Mid,90,4500,1.0,4,9.7,4,3,0.2,196,3.7,Mobile App,0.57,0.42,Brand-Loyal Customer
syn_u_05254,Krishna Tuladhar,36,Other,Myagdi,Nepal,tier_1,38539,157623,Apple,0.89,49.0,52.3,56.3,48.7,53.8,49.1,48.8,6,128,Mid,90,5000,1.6,2,15.7,4,2,0.22,305,4.5,Website,0.64,0.36,Brand-Loyal Customer
syn_u_05255,Sabita Upadhyay,33,Male,Lahan,Nepal,tier_2,23359,98618,Nokia,0.67,36.3,51.0,50.6,49.0,44.6,50.9,75.0,6,128,Mid,90,4000,1.6,1,9.8,11,4,0.33,118,3.8,Mobile App,0.18,0.5,All-Round User
syn_u_05256,Asha Rana,52,Female,Makwanpur,Nepal,tier_1,20910,69581,Samsung,0.75,42.3,52.9,100.0,43.9,54.3,38.8,58.8,6,128,Mid,90,6500,1.6,2,10.7,6,7,0.31,149,5.0,In-store,0.13,0.31,Battery-Focused User
syn_u_05257,Sita Neupane,29,Male,Malangwa,Nepal,tier_2,8302,26485,Realme,0.51,35.8,44.2,65.8,49.9,28.3,41.7,87.8,4,64,Budget,60,4000,1.6,1,7.8,14,9,0.61,17,4.0,Daraz,0.07,0.39,Budget Buyer
